id,homeAbbrev,awayAbbrev,est
2015020317,BUF,NSH,2015 November 25 19:00:00
2015020318,NJD,CBJ,2015 November 25 19:00:00
2015020319,NYI,PHI,2015 November 25 19:30:00
2015020320,NYR,MTL,2015 November 25 19:00:00
2015020321,PIT,STL,2015 November 25 19:00:00
2015020322,WSH,WPG,2015 November 25 19:00:00
2015020323,CAR,EDM,2015 November 25 19:00:00
2015020324,MIN,VAN,2015 November 25 19:00:00
2015020325,DET,BOS,2015 November 25 19:30:00
2015020326,TBL,LAK,2015 November 25 19:30:00
2015020327,ARI,ANA,2015 November 25 21:00:00
2015020328,COL,OTT,2015 November 25 21:30:00
2015020329,SJS,CHI,2015 November 25 22:00:00
2015020330,BOS,NYR,2015 November 27 13:00:00
2015020331,PHI,NSH,2015 November 27 15:30:00
2015020332,MIN,WPG,2015 November 27 16:00:00
2015020333,ANA,CHI,2015 November 27 17:00:00
2015020334,WSH,TBL,2015 November 27 17:00:00
2015020335,BUF,CAR,2015 November 27 19:00:00
2015020336,NJD,MTL,2015 November 27 19:00:00
2015020337,CBJ,PIT,2015 November 27 19:00:00
2015020338,DET,EDM,2015 November 27 19:30:00
2015020339,FLA,NYI,2015 November 27 19:30:00
2015020340,DAL,VAN,2015 November 27 20:30:00
2015020341,ARI,CGY,2015 November 27 21:00:00
2015020342,NYR,PHI,2015 November 28 13:30:00
2015020343,TOR,WSH,2015 November 28 19:00:00
2015020344,MTL,NJD,2015 November 28 19:00:00
2015020345,TBL,NYI,2015 November 28 19:00:00
2015020346,PIT,EDM,2015 November 28 19:00:00
2015020347,STL,CBJ,2015 November 28 20:00:00
2015020348,NSH,BUF,2015 November 28 20:00:00
2015020349,MIN,DAL,2015 November 28 20:00:00
2015020350,COL,WPG,2015 November 28 22:00:00
2015020351,ARI,OTT,2015 November 28 22:00:00
2015020352,SJS,CGY,2015 November 28 22:00:00
2015020353,LAK,CHI,2015 November 28 22:30:00
2015020354,DET,FLA,2015 November 29 14:00:00
2015020355,NYI,COL,2015 November 30 19:00:00
2015020356,NYR,CAR,2015 November 30 19:00:00
2015020357,TOR,EDM,2015 November 30 19:30:00
2015020358,ANA,VAN,2015 November 30 22:00:00
2015020359,NJD,COL,2015 December 01 19:00:00
2015020360,MTL,CBJ,2015 December 01 19:30:00
2015020361,OTT,PHI,2015 December 01 19:30:00
2015020362,DET,BUF,2015 December 01 19:30:00
2015020363,STL,FLA,2015 December 01 20:00:00
2015020364,NSH,ARI,2015 December 01 20:00:00
2015020365,CHI,MIN,2015 December 01 20:00:00
2015020366,CGY,DAL,2015 December 01 21:00:00
2015020367,LAK,VAN,2015 December 01 22:30:00
2015020368,SJS,PIT,2015 December 01 22:30:00
2015020369,WPG,TOR,2015 December 02 19:30:00
2015020370,NYI,NYR,2015 December 02 20:00:00
2015020371,EDM,BOS,2015 December 02 21:30:00
2015020372,ANA,TBL,2015 December 02 22:30:00
2015020373,NYR,COL,2015 December 03 19:00:00
2015020374,CAR,NJD,2015 December 03 19:00:00
2015020375,MTL,WSH,2015 December 03 19:30:00
2015020376,OTT,CHI,2015 December 03 19:30:00
2015020377,DET,ARI,2015 December 03 19:30:00
2015020378,NSH,FLA,2015 December 03 20:00:00
2015020379,MIN,TOR,2015 December 03 20:00:00
2015020380,VAN,DAL,2015 December 03 22:00:00
2015020381,BUF,ARI,2015 December 04 19:00:00
2015020382,NJD,PHI,2015 December 04 19:00:00
2015020383,CBJ,FLA,2015 December 04 19:00:00
2015020384,NYI,STL,2015 December 04 19:30:00
2015020385,CGY,BOS,2015 December 04 21:00:00
2015020386,EDM,DAL,2015 December 04 21:00:00
2015020387,ANA,SJS,2015 December 04 22:00:00
2015020388,WPG,WSH,2015 December 05 15:00:00
2015020389,LAK,PIT,2015 December 05 16:00:00
2015020390,OTT,NYI,2015 December 05 19:00:00
2015020391,DET,NSH,2015 December 05 19:00:00
2015020392,CAR,MTL,2015 December 05 19:00:00
2015020393,STL,TOR,2015 December 05 19:00:00
2015020394,PHI,CBJ,2015 December 05 19:30:00
2015020395,MIN,COL,2015 December 05 20:00:00
2015020396,VAN,BOS,2015 December 05 22:00:00
2015020397,SJS,TBL,2015 December 05 22:30:00
2015020398,CAR,ARI,2015 December 06 17:00:00
2015020399,CHI,WPG,2015 December 06 17:00:00
2015020400,NJD,FLA,2015 December 06 19:00:00
2015020401,NYR,OTT,2015 December 06 19:00:00
2015020402,EDM,BUF,2015 December 06 20:00:00
2015020403,ANA,PIT,2015 December 06 20:00:00
2015020404,LAK,TBL,2015 December 06 22:00:00
2015020405,BOS,NSH,2015 December 07 19:00:00
2015020406,COL,MIN,2015 December 07 21:00:00
2015020407,VAN,BUF,2015 December 07 22:00:00
2015020408,PHI,NYI,2015 December 08 19:00:00
2015020409,WSH,DET,2015 December 08 19:30:00
2015020410,CBJ,LAK,2015 December 08 19:00:00
2015020411,TOR,NJD,2015 December 08 19:30:00
2015020412,FLA,OTT,2015 December 08 19:30:00
2015020413,STL,ARI,2015 December 08 20:00:00
2015020414,CHI,NSH,2015 December 08 20:30:00
2015020415,DAL,CAR,2015 December 08 20:30:00
2015020416,CGY,SJS,2015 December 08 21:00:00
2015020417,MTL,BOS,2015 December 09 19:30:00
2015020418,COL,PIT,2015 December 09 22:00:00
2015020419,EDM,SJS,2015 December 09 21:30:00
2015020420,VAN,NYR,2015 December 09 22:00:00
2015020421,DET,MTL,2015 December 10 19:30:00
2015020422,TBL,OTT,2015 December 10 19:30:00
2015020423,FLA,WSH,2015 December 10 19:30:00
2015020424,STL,PHI,2015 December 10 20:00:00
2015020425,NSH,CHI,2015 December 10 20:00:00
2015020426,WPG,CBJ,2015 December 10 20:00:00
2015020427,CGY,BUF,2015 December 10 21:00:00
2015020428,NJD,DET,2015 December 11 19:00:00
2015020429,PIT,LAK,2015 December 11 19:00:00
2015020430,CHI,WPG,2015 December 11 20:30:00
2015020431,DAL,PHI,2015 December 11 20:30:00
2015020432,EDM,NYR,2015 December 11 21:30:00
2015020433,ARI,MIN,2015 December 11 21:00:00
2015020434,ANA,CAR,2015 December 11 22:00:00
2015020435,BOS,FLA,2015 December 12 13:00:00
2015020436,BUF,LAK,2015 December 12 19:00:00
2015020437,MTL,OTT,2015 December 12 19:00:00
2015020438,TBL,WSH,2015 December 12 19:00:00
2015020439,CBJ,NYI,2015 December 12 19:00:00
2015020440,STL,DAL,2015 December 12 20:00:00
2015020441,NSH,COL,2015 December 12 20:00:00
2015020442,ARI,CAR,2015 December 12 21:00:00
2015020443,CGY,NYR,2015 December 12 22:00:00
2015020444,SJS,MIN,2015 December 12 22:30:00
2015020445,NYI,NJD,2015 December 13 17:00:00
2015020446,STL,COL,2015 December 13 18:00:00
2015020447,CHI,VAN,2015 December 13 19:00:00
2015020448,BOS,EDM,2015 December 14 19:00:00
2015020449,PIT,WSH,2015 December 14 19:00:00
2015020450,CBJ,TBL,2015 December 14 19:00:00
2015020451,OTT,LAK,2015 December 14 19:30:00
2015020452,DET,BUF,2015 December 14 19:30:00
2015020453,BUF,NJD,2015 December 15 19:00:00
2015020454,NYI,FLA,2015 December 15 19:00:00
2015020455,NYR,EDM,2015 December 15 19:00:00
2015020456,PHI,CAR,2015 December 15 19:00:00
2015020457,TOR,TBL,2015 December 15 19:30:00
2015020458,MTL,SJS,2015 December 15 19:30:00
2015020459,NSH,CGY,2015 December 15 20:00:00
2015020460,MIN,VAN,2015 December 15 20:00:00
2015020461,WPG,STL,2015 December 15 20:00:00
2015020462,CHI,COL,2015 December 15 20:30:00
2015020463,DAL,CBJ,2015 December 15 20:30:00
2015020464,WSH,OTT,2015 December 16 19:00:00
2015020465,BOS,PIT,2015 December 16 20:00:00
2015020466,BUF,ANA,2015 December 17 19:00:00
2015020467,NJD,FLA,2015 December 17 19:00:00
2015020468,PHI,VAN,2015 December 17 19:00:00
2015020469,TOR,SJS,2015 December 17 19:30:00
2015020470,MTL,LAK,2015 December 17 19:30:00
2015020471,STL,NSH,2015 December 17 20:00:00
2015020472,MIN,NYR,2015 December 17 20:00:00
2015020473,CHI,EDM,2015 December 17 20:30:00
2015020474,DAL,CGY,2015 December 17 20:30:00
2015020475,COL,NYI,2015 December 17 21:00:00
2015020476,ARI,CBJ,2015 December 17 21:00:00
2015020477,PIT,BOS,2015 December 18 19:00:00
2015020478,WSH,TBL,2015 December 18 19:00:00
2015020479,CAR,FLA,2015 December 18 19:00:00
2015020480,OTT,SJS,2015 December 18 19:30:00
2015020481,DET,VAN,2015 December 18 19:30:00
2015020482,WPG,NYR,2015 December 18 20:00:00
2015020483,BUF,CHI,2015 December 19 13:00:00
2015020484,STL,CGY,2015 December 19 15:00:00
2015020485,TOR,LAK,2015 December 19 19:00:00
2015020486,NJD,ANA,2015 December 19 19:00:00
2015020487,PIT,CAR,2015 December 19 19:00:00
2015020488,CBJ,PHI,2015 December 19 19:00:00
2015020489,DAL,MTL,2015 December 19 19:00:00
2015020490,NSH,MIN,2015 December 19 20:00:00
2015020491,ARI,NYI,2015 December 19 21:00:00
2015020492,COL,EDM,2015 December 19 22:00:00
2015020493,FLA,VAN,2015 December 20 16:00:00
2015020494,BOS,NJD,2015 December 20 17:00:00
2015020495,TBL,OTT,2015 December 20 17:00:00
2015020496,DET,CGY,2015 December 20 19:00:00
2015020497,NYR,WSH,2015 December 20 19:00:00
2015020498,CHI,SJS,2015 December 20 19:00:00
2015020499,NYI,ANA,2015 December 21 19:00:00
2015020500,PHI,STL,2015 December 21 19:00:00
2015020501,PIT,CBJ,2015 December 21 19:00:00
2015020502,CAR,WSH,2015 December 21 19:00:00
2015020503,NSH,MTL,2015 December 21 20:00:00
2015020504,MIN,DAL,2015 December 21 20:00:00
2015020505,COL,TOR,2015 December 21 21:00:00
2015020506,EDM,WPG,2015 December 21 21:00:00
2015020507,BOS,STL,2015 December 22 19:00:00
2015020508,NYR,ANA,2015 December 22 19:00:00
2015020509,DET,NJD,2015 December 22 19:30:00
2015020510,TBL,VAN,2015 December 22 19:30:00
2015020511,FLA,OTT,2015 December 22 19:30:00
2015020512,MIN,MTL,2015 December 22 20:00:00
2015020513,DAL,CHI,2015 December 22 20:30:00
2015020514,CGY,WPG,2015 December 22 21:00:00
2015020515,ARI,TOR,2015 December 22 21:00:00
2015020516,LAK,SJS,2015 December 22 22:30:00
2015020517,BOS,BUF,2015 December 26 19:00:00
2015020518,TBL,CBJ,2015 December 26 19:00:00
2015020519,WSH,MTL,2015 December 26 19:00:00
2015020520,CAR,NJD,2015 December 26 19:00:00
2015020521,STL,DAL,2015 December 26 20:00:00
2015020522,NSH,DET,2015 December 26 20:00:00
2015020523,MIN,PIT,2015 December 26 20:00:00
2015020524,ARI,LAK,2015 December 26 21:00:00
2015020525,VAN,EDM,2015 December 26 22:00:00
2015020526,OTT,BOS,2015 December 27 17:00:00
2015020527,FLA,CBJ,2015 December 27 18:00:00
2015020528,NYI,TOR,2015 December 27 18:00:00
2015020529,DAL,STL,2015 December 27 18:00:00
2015020530,CHI,CAR,2015 December 27 19:00:00
2015020531,WPG,PIT,2015 December 27 20:00:00
2015020532,COL,ARI,2015 December 27 20:00:00
2015020533,ANA,PHI,2015 December 27 20:00:00
2015020534,CGY,EDM,2015 December 27 21:00:00
2015020535,BUF,WSH,2015 December 28 19:00:00
2015020536,TBL,MTL,2015 December 28 19:30:00
2015020537,NSH,NYR,2015 December 28 20:00:00
2015020538,MIN,DET,2015 December 28 20:00:00
2015020539,VAN,LAK,2015 December 28 22:00:00
